Latitude,Longitude,Depth,Nitrogen (g/kg),Phosphorus (mg/kg),Potassium (cmol/kg),pH,Temperature (°C),Humidity (%),Rainfall (mm),Time of Day (Hour),Disease
17.385,78.4867,30-60 cm,0.5755,48.93,0.3576,7.1,30.73,92.43,157.33,20,Sheath Blight
17.385,78.4867,30-60 cm,0.11,35.02,0.2181,4.34,28.74,79.56,121.25,4,Suboptimal Growth
17.385,78.4867,30-60 cm,0.4669,38.0,0.794,6.71,23.46,94.76,207.71,21,Rice Blast
17.385,78.4867,30-60 cm,0.4757,42.03,0.5655,6.46,17.98,72.54,104.16,10,Suboptimal Growth
17.385,78.4867,5-15 cm,0.2238,10.46,0.74,7.15,32.96,57.01,67.72,14,Suboptimal Growth
17.385,78.4867,0-5 cm,0.4351,28.14,0.4794,6.23,26.75,67.65,190.23,16,Healthy
17.385,78.4867,5-15 cm,0.6925,17.96,0.7968,4.36,29.6,41.02,77.63,7,Suboptimal Growth
17.385,78.4867,5-15 cm,0.5652,40.13,0.2795,6.6,22.29,64.59,65.09,6,Suboptimal Growth
17.385,78.4867,5-15 cm,0.718,51.6,0.5638,4.54,34.36,65.82,159.92,9,Rice Blast
17.385,78.4867,5-15 cm,0.2154,54.77,0.3264,6.32,33.04,74.84,53.17,5,Suboptimal Growth
17.385,78.4867,30-60 cm,0.3806,23.44,0.7399,5.92,22.17,72.63,124.99,14,Healthy
17.385,78.4867,5-15 cm,0.3998,34.18,0.4789,5.5,22.29,72.75,127.43,10,Healthy
17.385,78.4867,30-60 cm,0.528,18.94,0.4135,6.06,30.14,93.97,250.48,23,Sheath Blight
17.385,78.4867,0-5 cm,0.6865,44.49,0.5388,7.48,32.37,49.95,77.12,5,Suboptimal Growth
17.385,78.4867,15-30 cm,0.4351,45.87,0.7232,5.96,23.2,85.63,295.2,1,Rice Blast
17.385,78.4867,30-60 cm,0.4913,42.51,0.5284,5.58,22.79,64.32,190.02,12,Healthy
17.385,78.4867,15-30 cm,0.4942,21.0,0.1387,6.71,29.36,78.74,179.42,19,Sheath Blight
17.385,78.4867,5-15 cm,0.2284,42.45,0.6148,5.74,20.15,52.72,199.82,5,Healthy
17.385,78.4867,5-15 cm,0.483,26.94,0.1796,6.37,28.24,91.11,298.59,3,Sheath Blight
17.385,78.4867,0-5 cm,0.5423,39.02,0.5738,6.41,24.92,79.24,110.19,8,Healthy
17.385,78.4867,5-15 cm,0.6222,48.96,0.2807,6.68,28.68,92.67,186.29,20,Sheath Blight
17.385,78.4867,15-30 cm,0.2829,33.6,0.5587,5.89,19.93,50.04,116.28,22,Healthy
17.385,78.4867,30-60 cm,0.4955,27.35,0.1795,7.8,25.59,69.89,118.52,19,Sheath Blight
17.385,78.4867,30-60 cm,0.6214,44.04,0.2125,6.17,30.45,91.73,275.79,5,Sheath Blight
17.385,78.4867,0-5 cm,0.3479,22.86,0.7925,6.14,23.06,71.85,166.1,14,Healthy
17.385,78.4867,5-15 cm,0.2975,67.6,0.8017,7.42,20.6,62.1,76.32,21,Suboptimal Growth
17.385,78.4867,15-30 cm,0.5783,47.48,0.3155,5.95,27.41,66.77,168.98,17,Healthy
17.385,78.4867,30-60 cm,0.5929,39.26,0.3072,6.35,20.03,57.05,156.76,18,Healthy
17.385,78.4867,5-15 cm,0.591,49.24,0.1102,7.32,27.61,70.88,134.94,8,Sheath Blight
17.385,78.4867,30-60 cm,0.6011,27.67,0.4947,6.23,30.15,94.5,281.11,5,Sheath Blight
17.385,78.4867,5-15 cm,0.2379,29.88,0.4615,7.45,30.84,65.82,84.81,14,Suboptimal Growth
17.385,78.4867,30-60 cm,0.7397,19.04,0.6421,4.4,34.38,59.17,108.83,23,Suboptimal Growth
17.385,78.4867,0-5 cm,0.5875,24.28,0.5423,5.42,34.11,62.74,62.07,21,Suboptimal Growth
17.385,78.4867,30-60 cm,0.5493,26.5,0.7815,5.6,24.9,68.67,121.89,18,Healthy
17.385,78.4867,15-30 cm,0.5271,36.25,0.3976,5.9,20.97,57.16,141.25,1,Healthy
17.385,78.4867,0-5 cm,0.3241,43.01,0.6552,6.22,20.26,67.2,111.38,0,Healthy
17.385,78.4867,5-15 cm,0.4644,41.84,0.8017,6.97,25.54,89.54,173.91,20,Rice Blast
17.385,78.4867,0-5 cm,0.4495,49.02,0.6183,6.18,22.15,90.67,281.4,4,Rice Blast
17.385,78.4867,0-5 cm,0.695,43.02,0.8557,5.05,30.37,60.3,132.61,10,Rice Blast
17.385,78.4867,15-30 cm,0.5763,19.26,0.1003,6.28,31.98,90.28,255.55,0,Sheath Blight
17.385,78.4867,30-60 cm,0.4233,28.93,0.1248,7.08,28.81,66.27,155.33,19,Sheath Blight
17.385,78.4867,15-30 cm,0.4364,37.11,0.2286,6.51,29.7,60.27,181.54,15,Sheath Blight
17.385,78.4867,15-30 cm,0.5181,33.04,0.1931,7.1,30.8,94.42,239.99,3,Sheath Blight
17.385,78.4867,15-30 cm,0.4422,28.14,0.3933,6.36,30.1,93.7,290.28,3,Sheath Blight
17.385,78.4867,0-5 cm,0.152,19.33,0.363,7.08,25.28,53.74,96.22,1,Suboptimal Growth
17.385,78.4867,30-60 cm,0.7501,37.53,0.6816,4.64,33.51,65.86,189.08,17,Rice Blast
17.385,78.4867,30-60 cm,0.6282,37.45,0.9976,5.25,29.99,69.88,164.42,10,Rice Blast
17.385,78.4867,15-30 cm,0.5955,45.5,0.3054,6.23,29.29,88.13,202.69,20,Rice Blast
17.385,78.4867,0-5 cm,0.722,53.81,0.9416,4.92,32.84,68.57,97.79,7,Suboptimal Growth
17.385,78.4867,0-5 cm,0.6376,37.39,0.6805,5.37,28.93,62.44,110.18,10,Rice Blast
17.385,78.4867,30-60 cm,0.4847,37.49,0.7803,5.38,19.95,85.84,60.49,2,Suboptimal Growth
17.385,78.4867,5-15 cm,0.5182,26.01,0.309,5.62,27.62,87.29,216.6,1,Rice Blast
17.385,78.4867,5-15 cm,0.4494,27.36,0.2421,7.72,28.92,62.94,158.79,14,Sheath Blight
17.385,78.4867,15-30 cm,0.2758,28.49,0.2202,5.61,24.43,65.21,196.41,14,Healthy
17.385,78.4867,5-15 cm,0.4529,47.14,0.1889,6.69,28.11,77.05,185.68,18,Sheath Blight
17.385,78.4867,15-30 cm,0.457,26.51,0.937,5.72,22.46,92.56,224.46,4,Rice Blast
17.385,78.4867,5-15 cm,0.5094,46.72,0.9905,6.47,30.92,94.29,200.18,5,Rice Blast
17.385,78.4867,0-5 cm,0.5439,48.33,0.1867,7.16,29.14,93.53,213.71,0,Sheath Blight
17.385,78.4867,30-60 cm,0.7506,56.22,0.3357,5.6,22.98,92.62,138.79,19,Suboptimal Growth
17.385,78.4867,5-15 cm,0.5485,20.51,0.1667,6.93,26.41,68.26,115.07,7,Sheath Blight
17.385,78.4867,15-30 cm,0.4323,26.83,0.2675,6.27,23.8,66.52,153.26,5,Healthy
17.385,78.4867,5-15 cm,0.5258,27.09,0.3417,5.66,22.52,92.59,236.65,20,Rice Blast
17.385,78.4867,0-5 cm,0.7185,21.98,0.8696,5.51,21.87,71.7,142.96,2,Suboptimal Growth
17.385,78.4867,0-5 cm,0.5558,48.21,0.1071,6.51,26.35,71.47,159.04,12,Sheath Blight
17.385,78.4867,5-15 cm,0.4949,43.63,0.7637,6.21,22.93,67.26,129.98,21,Healthy
17.385,78.4867,30-60 cm,0.4669,49.92,0.9785,6.94,30.18,89.08,222.58,2,Rice Blast
17.385,78.4867,5-15 cm,0.4689,47.09,0.2232,6.81,26.96,70.23,180.45,12,Sheath Blight
17.385,78.4867,30-60 cm,0.554,37.43,0.2523,7.45,29.54,90.02,166.81,4,Sheath Blight
17.385,78.4867,15-30 cm,0.1474,27.91,0.3338,6.64,34.97,44.51,103.08,15,Suboptimal Growth
17.385,78.4867,5-15 cm,0.3578,20.09,0.2328,5.93,23.71,76.58,152.06,11,Healthy
17.385,78.4867,0-5 cm,0.749,56.36,0.3676,4.72,30.68,74.76,181.69,7,Rice Blast
17.385,78.4867,0-5 cm,0.6282,45.81,0.3635,4.6,31.91,70.16,177.7,11,Rice Blast
17.385,78.4867,15-30 cm,0.5583,39.65,0.2462,6.79,25.55,66.74,122.45,9,Sheath Blight
17.385,78.4867,5-15 cm,0.5377,36.29,0.8125,6.84,30.36,91.02,253.7,3,Rice Blast
17.385,78.4867,30-60 cm,0.6758,31.73,0.4379,5.28,33.69,50.93,115.84,11,Suboptimal Growth
17.385,78.4867,5-15 cm,0.2708,55.47,0.5327,5.92,33.42,61.94,104.86,14,Suboptimal Growth
17.385,78.4867,0-5 cm,0.6795,48.12,0.508,6.01,24.27,94.84,222.36,21,Rice Blast
17.385,78.4867,5-15 cm,0.2954,18.52,0.5634,6.54,21.85,63.89,57.52,5,Suboptimal Growth
17.385,78.4867,5-15 cm,0.4451,10.24,0.1939,6.34,30.74,94.87,276.67,1,Sheath Blight
17.385,78.4867,0-5 cm,0.4631,43.2,0.2991,6.78,28.66,74.91,115.06,15,Sheath Blight
17.385,78.4867,15-30 cm,0.6839,31.87,0.482,6.05,31.92,85.61,165.65,22,Rice Blast
17.385,78.4867,30-60 cm,0.4039,26.19,0.1953,6.86,25.65,73.67,112.44,13,Sheath Blight
17.385,78.4867,5-15 cm,0.5478,22.83,0.2998,6.95,28.4,64.1,108.92,18,Sheath Blight
17.385,78.4867,5-15 cm,0.3299,11.09,0.4235,7.22,28.21,91.4,176.51,2,Sheath Blight
17.385,78.4867,30-60 cm,0.7529,48.83,0.9224,4.92,29.15,71.61,143.08,14,Rice Blast
17.385,78.4867,5-15 cm,0.4801,45.64,0.951,5.57,17.61,61.83,108.55,16,Suboptimal Growth
17.385,78.4867,5-15 cm,0.5156,25.64,0.8944,5.85,21.77,67.77,116.04,7,Suboptimal Growth
17.385,78.4867,30-60 cm,0.5237,26.3,0.8618,6.38,23.81,94.11,164.36,4,Rice Blast
17.385,78.4867,0-5 cm,0.5208,20.67,0.5885,5.59,30.15,94.94,251.42,0,Rice Blast
17.385,78.4867,15-30 cm,0.4124,40.34,0.3967,6.2,23.21,60.87,182.8,13,Healthy
17.385,78.4867,30-60 cm,0.5171,38.12,0.2235,7.07,27.18,69.3,184.12,17,Sheath Blight
17.385,78.4867,0-5 cm,0.4666,31.36,0.6586,6.37,25.09,63.59,199.57,7,Healthy
17.385,78.4867,15-30 cm,0.5295,25.38,0.7817,6.09,25.05,86.07,203.89,20,Rice Blast
17.385,78.4867,15-30 cm,0.6131,36.16,0.5485,5.29,31.17,66.87,155.18,18,Rice Blast
17.385,78.4867,0-5 cm,0.4529,35.65,0.6028,6.78,24.99,90.8,195.95,2,Rice Blast
17.385,78.4867,0-5 cm,0.5928,18.61,0.9618,5.97,15.25,69.89,72.94,18,Suboptimal Growth
17.385,78.4867,30-60 cm,0.2646,28.9,0.3851,6.89,24.98,72.82,76.64,15,Suboptimal Growth
17.385,78.4867,5-15 cm,0.4748,44.22,0.8096,6.0,27.78,87.65,250.17,5,Rice Blast
17.385,78.4867,0-5 cm,0.3159,44.45,0.427,7.17,28.85,92.16,171.98,1,Sheath Blight
17.385,78.4867,0-5 cm,0.5984,39.42,0.2259,7.21,25.48,64.33,112.81,15,Sheath Blight
17.385,78.4867,5-15 cm,0.4377,35.31,0.2135,5.97,22.46,71.37,170.89,6,Healthy
17.385,78.4867,30-60 cm,0.2834,40.72,0.4337,5.92,22.11,73.37,100.52,11,Healthy
17.385,78.4867,0-5 cm,0.2334,32.41,0.3767,5.88,26.5,61.79,168.89,14,Healthy
17.385,78.4867,0-5 cm,0.6257,48.08,0.1314,7.45,31.93,92.95,263.76,4,Sheath Blight
17.385,78.4867,0-5 cm,0.6126,54.95,0.6167,4.64,32.77,65.44,162.01,18,Rice Blast
17.385,78.4867,15-30 cm,0.1763,61.27,0.2686,7.33,32.91,74.95,147.97,15,Suboptimal Growth
17.385,78.4867,30-60 cm,0.3669,29.96,0.2133,5.99,22.24,69.58,141.87,6,Healthy
17.385,78.4867,0-5 cm,0.6457,33.88,0.3181,4.59,29.64,78.51,173.41,9,Rice Blast
17.385,78.4867,0-5 cm,0.7843,37.73,0.4115,4.92,30.75,61.54,106.92,15,Rice Blast
17.385,78.4867,30-60 cm,0.4457,26.6,0.2354,5.73,24.14,64.88,178.48,16,Healthy
17.385,78.4867,15-30 cm,0.3589,26.52,0.5438,5.07,22.3,80.86,129.7,4,Suboptimal Growth
17.385,78.4867,30-60 cm,0.1017,42.91,0.8575,4.98,24.29,47.69,147.95,22,Suboptimal Growth
17.385,78.4867,0-5 cm,0.6297,52.58,0.5233,5.21,30.63,62.72,129.27,16,Rice Blast
17.385,78.4867,15-30 cm,0.5451,41.15,0.9879,6.92,30.77,91.77,220.22,0,Rice Blast
17.385,78.4867,30-60 cm,0.3331,38.19,0.2563,6.25,20.79,60.27,196.81,20,Healthy
17.385,78.4867,15-30 cm,0.2437,49.32,0.465,5.84,27.92,62.16,121.55,9,Healthy
17.385,78.4867,15-30 cm,0.5541,45.66,0.5759,5.73,32.14,65.13,91.2,15,Suboptimal Growth
17.385,78.4867,0-5 cm,0.3514,26.82,0.6918,6.43,22.94,57.29,153.22,19,Healthy
17.385,78.4867,30-60 cm,0.7545,15.23,0.584,7.0,23.0,74.42,86.34,17,Suboptimal Growth
17.385,78.4867,15-30 cm,0.6317,35.03,0.3774,6.12,28.99,94.64,283.01,3,Sheath Blight
17.385,78.4867,15-30 cm,0.6165,48.46,0.388,5.15,34.38,64.19,114.98,14,Rice Blast
17.385,78.4867,30-60 cm,0.6587,39.01,0.3435,5.04,30.53,79.09,121.4,15,Rice Blast
17.385,78.4867,0-5 cm,0.4101,40.86,0.1865,7.07,28.43,72.56,103.61,11,Sheath Blight
17.385,78.4867,30-60 cm,0.7574,43.81,0.8247,6.7,20.35,79.85,105.6,13,Suboptimal Growth
17.385,78.4867,15-30 cm,0.7593,50.09,0.4066,5.23,31.06,67.77,162.59,10,Rice Blast
17.385,78.4867,5-15 cm,0.6102,50.42,0.8378,4.64,32.76,72.26,174.48,19,Rice Blast
17.385,78.4867,30-60 cm,0.6479,47.97,0.7491,4.86,32.97,70.55,109.07,16,Rice Blast
17.385,78.4867,30-60 cm,0.3753,31.51,0.3788,6.68,31.07,93.95,166.24,23,Sheath Blight
17.385,78.4867,15-30 cm,0.7961,52.15,0.975,5.4,33.6,66.67,144.16,12,Rice Blast
17.385,78.4867,30-60 cm,0.4121,16.07,0.4515,5.22,23.08,88.77,82.87,8,Suboptimal Growth
17.385,78.4867,15-30 cm,0.307,22.53,0.7949,6.15,24.06,68.63,103.92,2,Healthy
17.385,78.4867,30-60 cm,0.5584,27.3,0.243,7.72,29.09,60.7,106.6,19,Sheath Blight
17.385,78.4867,5-15 cm,0.6849,66.79,0.6158,6.82,23.98,56.67,57.52,11,Suboptimal Growth
17.385,78.4867,5-15 cm,0.5451,29.94,0.4685,6.31,27.33,63.61,110.83,7,Healthy
17.385,78.4867,5-15 cm,0.414,39.17,0.1017,6.4,31.44,92.61,230.72,4,Sheath Blight
17.385,78.4867,0-5 cm,0.7931,52.44,0.8203,5.34,34.26,69.57,162.64,17,Rice Blast
17.385,78.4867,5-15 cm,0.5517,37.17,0.2875,6.82,25.24,64.42,186.22,6,Sheath Blight
17.385,78.4867,30-60 cm,0.6397,52.71,0.3221,4.83,29.6,69.06,162.67,19,Rice Blast
17.385,78.4867,15-30 cm,0.6638,41.55,0.2486,6.98,31.36,90.61,188.87,2,Sheath Blight
17.385,78.4867,5-15 cm,0.3124,28.09,0.4176,5.7,19.99,66.38,111.75,23,Healthy
17.385,78.4867,15-30 cm,0.4409,24.99,0.5003,6.07,18.49,82.94,82.05,6,Suboptimal Growth
17.385,78.4867,15-30 cm,0.3508,13.05,0.2719,6.99,30.95,92.41,188.54,5,Sheath Blight
17.385,78.4867,5-15 cm,0.5582,33.25,0.5101,6.15,26.47,92.38,187.61,3,Rice Blast
17.385,78.4867,30-60 cm,0.7582,55.32,0.5315,4.08,27.76,56.43,131.07,8,Suboptimal Growth
17.385,78.4867,0-5 cm,0.4856,32.61,0.926,4.82,16.99,64.82,130.93,6,Suboptimal Growth
17.385,78.4867,5-15 cm,0.4663,23.17,0.1484,7.14,28.2,78.43,190.48,8,Sheath Blight
17.385,78.4867,0-5 cm,0.3077,44.82,0.9625,7.37,20.98,88.34,65.94,22,Suboptimal Growth
17.385,78.4867,5-15 cm,0.2462,32.34,0.4275,5.87,24.38,57.82,168.69,1,Healthy
17.385,78.4867,30-60 cm,0.7379,52.77,0.6055,5.75,17.15,46.81,116.08,15,Suboptimal Growth
17.385,78.4867,30-60 cm,0.7288,28.02,0.2422,4.98,20.62,68.92,136.38,9,Suboptimal Growth
17.385,78.4867,5-15 cm,0.7566,40.32,0.688,5.42,31.99,69.2,137.85,10,Rice Blast
17.385,78.4867,5-15 cm,0.464,39.24,0.1242,6.75,29.46,68.55,180.28,19,Sheath Blight
17.385,78.4867,0-5 cm,0.623,23.84,0.5877,6.49,29.16,89.09,186.93,5,Rice Blast
17.385,78.4867,15-30 cm,0.4536,63.8,0.386,7.46,23.9,70.99,100.21,0,Suboptimal Growth
17.385,78.4867,0-5 cm,0.5803,30.47,0.7708,6.22,23.83,72.7,175.43,7,Healthy
17.385,78.4867,5-15 cm,0.624,40.07,0.3061,6.19,28.4,94.57,297.85,5,Rice Blast
17.385,78.4867,15-30 cm,0.6442,40.81,0.6211,6.79,26.43,87.74,179.54,23,Rice Blast
17.385,78.4867,30-60 cm,0.436,48.35,0.2572,4.34,15.47,92.26,93.23,9,Suboptimal Growth
17.385,78.4867,5-15 cm,0.1864,17.62,0.544,6.14,20.92,74.98,142.53,13,Suboptimal Growth
17.385,78.4867,30-60 cm,0.4285,45.74,0.3692,6.04,28.66,90.41,186.34,5,Sheath Blight
17.385,78.4867,15-30 cm,0.6294,42.82,0.3487,5.97,29.99,93.42,286.34,21,Rice Blast
17.385,78.4867,0-5 cm,0.5429,26.11,0.2126,6.72,29.06,63.4,192.17,7,Sheath Blight
17.385,78.4867,30-60 cm,0.4814,24.23,0.8199,6.87,25.48,92.37,244.39,4,Rice Blast
17.385,78.4867,30-60 cm,0.4514,43.02,0.1742,7.32,29.92,60.98,118.6,6,Sheath Blight
17.385,78.4867,0-5 cm,0.1948,12.76,0.8639,5.62,32.01,87.92,132.21,1,Suboptimal Growth
17.385,78.4867,5-15 cm,0.5667,24.26,0.5291,6.42,24.3,79.53,130.5,13,Healthy
17.385,78.4867,15-30 cm,0.2305,33.84,0.5113,5.51,23.52,75.42,120.94,9,Healthy
17.385,78.4867,15-30 cm,0.4561,40.72,0.1813,7.14,27.67,79.29,148.01,19,Sheath Blight
17.385,78.4867,5-15 cm,0.7243,56.53,0.4692,4.55,31.66,60.01,195.14,12,Rice Blast
17.385,78.4867,15-30 cm,0.4082,33.97,0.4838,6.34,26.23,60.97,192.21,9,Healthy
17.385,78.4867,0-5 cm,0.3646,36.61,0.3649,7.37,28.25,93.01,164.88,23,Sheath Blight
17.385,78.4867,0-5 cm,0.2766,41.0,0.4133,6.46,23.93,64.12,133.62,13,Healthy
17.385,78.4867,0-5 cm,0.5668,37.61,0.1551,7.28,28.07,72.58,126.74,14,Sheath Blight
17.385,78.4867,5-15 cm,0.2255,34.69,0.591,5.84,25.54,68.61,189.76,15,Healthy
17.385,78.4867,0-5 cm,0.7816,57.42,0.8585,4.85,34.93,74.01,186.23,9,Rice Blast
17.385,78.4867,15-30 cm,0.4516,27.17,0.3536,6.11,22.99,60.0,188.99,8,Healthy
17.385,78.4867,30-60 cm,0.3073,51.28,0.7857,5.44,20.04,45.26,59.32,15,Suboptimal Growth
17.385,78.4867,30-60 cm,0.5596,68.26,0.9131,6.86,25.65,92.0,149.39,15,Suboptimal Growth
17.385,78.4867,0-5 cm,0.6215,28.76,0.7459,6.06,24.45,87.4,219.82,20,Rice Blast
17.385,78.4867,5-15 cm,0.5813,47.59,0.7212,5.92,23.52,71.01,197.57,13,Healthy
17.385,78.4867,5-15 cm,0.5449,27.09,0.4511,6.86,31.86,90.91,232.16,5,Sheath Blight
17.385,78.4867,30-60 cm,0.4818,37.31,0.6571,6.04,20.42,62.74,148.93,20,Healthy
17.385,78.4867,5-15 cm,0.3526,30.15,0.446,5.53,27.45,78.68,192.79,6,Healthy
17.385,78.4867,15-30 cm,0.4197,35.67,0.4529,5.95,23.91,94.46,227.42,23,Rice Blast
17.385,78.4867,0-5 cm,0.4851,32.1,0.2002,6.25,22.73,66.0,171.74,20,Healthy
17.385,78.4867,15-30 cm,0.3959,47.9,0.7403,5.68,21.14,58.97,114.02,18,Healthy
17.385,78.4867,0-5 cm,0.4995,33.91,0.2676,7.17,30.93,93.01,182.03,22,Sheath Blight
17.385,78.4867,30-60 cm,0.6253,51.78,0.7857,4.53,31.81,65.12,101.71,12,Rice Blast
17.385,78.4867,15-30 cm,0.517,34.93,0.1892,7.99,27.82,62.69,101.21,16,Sheath Blight
17.385,78.4867,15-30 cm,0.7607,52.55,0.4295,7.0,18.02,61.61,61.52,5,Suboptimal Growth
17.385,78.4867,5-15 cm,0.5532,36.7,0.2469,7.86,26.52,72.87,114.51,6,Sheath Blight
17.385,78.4867,15-30 cm,0.3659,42.75,0.667,5.51,18.51,68.32,125.09,21,Healthy
17.385,78.4867,30-60 cm,0.3713,25.66,0.3031,7.5,28.33,94.54,178.42,0,Sheath Blight
17.385,78.4867,5-15 cm,0.5551,26.54,0.4165,6.44,26.29,77.55,103.83,10,Healthy
17.385,78.4867,0-5 cm,0.443,22.54,0.1176,7.4,25.22,73.04,189.17,18,Sheath Blight
17.385,78.4867,0-5 cm,0.4994,40.7,0.7782,6.28,23.08,60.66,179.71,10,Healthy
17.385,78.4867,0-5 cm,0.7409,44.48,0.4847,5.36,26.62,72.08,145.3,5,Suboptimal Growth
17.385,78.4867,30-60 cm,0.3621,7.79,0.7322,7.23,34.66,90.39,120.79,23,Suboptimal Growth
17.385,78.4867,30-60 cm,0.7122,38.83,0.882,6.81,18.01,47.85,124.91,20,Suboptimal Growth
17.385,78.4867,5-15 cm,0.6195,39.87,0.1763,6.98,31.06,92.2,221.68,22,Sheath Blight
17.385,78.4867,15-30 cm,0.4767,28.17,0.2313,7.19,28.52,92.08,217.79,1,Sheath Blight
17.385,78.4867,0-5 cm,0.3844,38.62,0.1694,6.11,31.32,91.94,157.26,20,Sheath Blight
17.385,78.4867,30-60 cm,0.4126,32.43,0.2697,7.45,29.24,68.9,100.26,9,Sheath Blight
17.385,78.4867,0-5 cm,0.5894,46.78,0.1915,6.69,29.0,74.01,122.58,12,Sheath Blight
17.385,78.4867,0-5 cm,0.4713,46.81,0.1312,7.57,27.39,67.02,108.84,12,Sheath Blight
17.385,78.4867,0-5 cm,0.5611,35.82,0.21,6.98,28.04,74.27,108.28,16,Sheath Blight
17.385,78.4867,30-60 cm,0.4015,41.14,0.5712,5.67,22.82,69.32,178.44,22,Healthy
17.385,78.4867,0-5 cm,0.6093,51.07,0.6321,5.03,29.08,66.09,108.26,9,Rice Blast
17.385,78.4867,30-60 cm,0.5439,31.7,0.2311,7.63,28.16,71.12,192.56,16,Sheath Blight
17.385,78.4867,30-60 cm,0.6118,32.3,0.4543,6.84,23.58,44.76,117.64,17,Suboptimal Growth
17.385,78.4867,15-30 cm,0.5257,40.46,0.5722,6.86,25.22,91.69,226.89,0,Rice Blast
17.385,78.4867,30-60 cm,0.4977,38.48,0.1169,6.21,28.55,92.44,221.11,21,Sheath Blight
17.385,78.4867,5-15 cm,0.5487,45.26,0.6558,6.19,25.33,93.31,201.34,3,Rice Blast
17.385,78.4867,15-30 cm,0.5531,39.41,0.8991,5.73,33.47,47.04,129.87,17,Suboptimal Growth
17.385,78.4867,15-30 cm,0.3381,30.68,0.4097,5.32,34.29,82.62,100.65,11,Suboptimal Growth
17.385,78.4867,5-15 cm,0.4306,36.98,0.2013,6.31,20.49,57.03,121.07,4,Healthy
17.385,78.4867,5-15 cm,0.5593,26.27,0.5877,6.08,24.55,53.15,150.43,0,Healthy
17.385,78.4867,5-15 cm,0.3484,35.92,0.2056,5.61,23.11,55.2,189.79,0,Healthy
17.385,78.4867,30-60 cm,0.684,16.9,0.2896,6.01,28.85,94.86,200.28,21,Sheath Blight
17.385,78.4867,5-15 cm,0.4962,22.05,0.1497,6.63,27.43,60.34,182.47,7,Sheath Blight
17.385,78.4867,30-60 cm,0.5347,39.98,0.2555,7.56,29.13,72.18,163.02,19,Sheath Blight
17.385,78.4867,30-60 cm,0.2028,33.39,0.7755,5.58,21.52,52.46,179.67,5,Healthy
17.385,78.4867,0-5 cm,0.3075,32.25,0.2731,6.12,22.29,63.34,108.85,18,Healthy
17.385,78.4867,30-60 cm,0.1724,48.91,0.3208,6.59,26.53,48.89,124.13,23,Suboptimal Growth
17.385,78.4867,15-30 cm,0.5437,43.16,0.3379,6.19,28.89,93.99,186.54,4,Sheath Blight
17.385,78.4867,0-5 cm,0.5631,44.36,0.8251,6.63,28.96,90.92,288.99,3,Rice Blast
17.385,78.4867,15-30 cm,0.5972,30.46,0.6489,6.94,31.12,62.53,86.05,11,Suboptimal Growth
17.385,78.4867,15-30 cm,0.6982,48.61,0.3203,6.33,29.2,90.14,217.84,5,Sheath Blight
17.385,78.4867,30-60 cm,0.7467,50.24,0.4886,4.82,33.87,60.75,101.31,10,Rice Blast
17.385,78.4867,0-5 cm,0.6882,27.88,0.415,6.75,31.88,91.07,260.28,4,Sheath Blight
17.385,78.4867,15-30 cm,0.4523,48.54,0.7038,6.79,23.8,94.02,289.74,2,Rice Blast
17.385,78.4867,5-15 cm,0.2119,42.13,0.2798,5.67,19.51,69.21,174.05,1,Healthy
17.385,78.4867,0-5 cm,0.4156,21.57,0.1321,7.84,25.1,62.88,157.65,16,Sheath Blight
17.385,78.4867,5-15 cm,0.4373,38.59,0.1211,7.69,26.48,75.23,110.93,16,Sheath Blight
17.385,78.4867,30-60 cm,0.5195,48.02,0.1519,6.73,25.04,64.69,115.09,7,Sheath Blight
17.385,78.4867,5-15 cm,0.7337,58.21,0.7346,5.18,31.89,62.88,101.54,15,Rice Blast
17.385,78.4867,15-30 cm,0.7289,34.66,0.338,4.67,34.85,78.16,147.64,13,Rice Blast
17.385,78.4867,5-15 cm,0.4369,54.6,0.2186,7.2,15.49,47.9,57.48,17,Suboptimal Growth
17.385,78.4867,30-60 cm,0.5549,41.12,0.4498,5.69,23.16,50.32,147.36,20,Healthy
17.385,78.4867,0-5 cm,0.516,40.55,0.2074,7.09,27.12,71.28,130.81,10,Sheath Blight
17.385,78.4867,30-60 cm,0.4738,37.01,0.105,6.76,25.83,69.28,127.48,14,Sheath Blight
17.385,78.4867,15-30 cm,0.4266,22.8,0.413,5.96,29.35,87.83,175.76,4,Rice Blast
17.385,78.4867,30-60 cm,0.469,23.61,0.5636,5.8,27.28,73.12,160.87,11,Healthy
17.385,78.4867,15-30 cm,0.4013,35.11,0.2738,7.51,29.36,64.15,128.83,14,Sheath Blight
17.385,78.4867,15-30 cm,0.5529,38.86,0.224,7.09,25.41,77.87,192.27,7,Sheath Blight
17.385,78.4867,30-60 cm,0.3521,19.88,0.1453,5.4,18.7,56.27,139.22,22,Suboptimal Growth
17.385,78.4867,5-15 cm,0.4225,20.47,0.2957,7.65,25.39,71.3,145.65,7,Sheath Blight
17.385,78.4867,0-5 cm,0.2202,37.06,0.2391,6.42,27.18,60.73,148.55,12,Healthy
17.385,78.4867,30-60 cm,0.6926,13.91,0.7426,7.17,23.16,41.9,51.76,16,Suboptimal Growth
17.385,78.4867,0-5 cm,0.4389,34.54,0.1784,7.22,27.74,61.37,166.42,8,Sheath Blight
17.385,78.4867,0-5 cm,0.4589,44.99,0.2748,6.45,26.64,54.21,118.93,13,Suboptimal Growth
